customer_id,customer_name,gender,birth_year,city,join_date,age,customer_segment
5053,Emma Taylor,Female,1984,Hell's Kitchen,2023-05-24,39,Family
5054,William Johnson,Male,1975,Hell's Kitchen,2023-03-22,48,Family
5055,Olivia White,Male,1977,Astoria,2021-10-13,46,Family
5056,Olivia Jones,Female,2000,Hell's Kitchen,2022-02-14,23,Student
5057,Alex Taylor,Male,1972,Lower Manhattan,2022-11-11,51,Mature
5058,David Taylor,Female,1992,Lower Manhattan,2021-04-23,31,Young Professional
5059,Grace Anderson,Male,1976,Astoria,2021-09-05,47,Family
5060,Emma Smith,Male,1989,Hell's Kitchen,2022-03-02,34,Young Professional
5061,Olivia Williams,Female,1986,Astoria,2023-01-07,37,Family
5062,David Williams,Female,1990,Hell's Kitchen,2023-03-05,33,Young Professional
5063,Thomas Jones,Male,1974,Astoria,2022-04-01,49,Family
5064,Sarah Williams,Male,2002,Astoria,2023-05-23,21,Student
5065,James Harris,Female,2001,Astoria,2023-06-01,22,Student
5066,John Wilson,Female,2003,Lower Manhattan,2021-01-02,20,Student
5067,Grace Anderson,Male,1985,Lower Manhattan,2022-06-12,38,Family
5068,Alex Miller,Male,1972,Lower Manhattan,2023-06-07,51,Mature
5069,Emily Jones,Female,1987,Lower Manhattan,2021-08-30,36,Family
5070,James Wilson,Male,1968,Hell's Kitchen,2021-10-22,55,Mature
5071,Emily Jones,Male,1993,Lower Manhattan,2021-10-13,30,Young Professional
5072,Sarah Miller,Male,1976,Lower Manhattan,2022-10-07,47,Family
5073,James Davis,Male,1973,Lower Manhattan,2022-01-28,50,Mature
5074,Grace Wilson,Female,1998,Hell's Kitchen,2022-11-17,25,Young Professional
5075,Olivia Martin,Male,1992,Astoria,2021-11-26,31,Young Professional
5076,Sophia Brown,Female,1968,Astoria,2023-04-06,55,Mature
5077,Emily Wilson,Male,2000,Lower Manhattan,2021-08-24,23,Student
5078,Emma Williams,Male,1992,Lower Manhattan,2022-01-09,31,Young Professional
5079,Daniel Miller,Female,1976,Astoria,2023-02-20,47,Family
5080,Thomas Thomas,Female,1981,Hell's Kitchen,2022-11-30,42,Family
5081,Robert Williams,Male,1983,Astoria,2021-12-06,40,Family
5082,Sarah Taylor,Male,2002,Lower Manhattan,2022-09-17,21,Student
5083,Sarah Davis,Female,1987,Astoria,2022-02-21,36,Family
5084,Emily Smith,Female,1998,Hell's Kitchen,2021-10-24,25,Young Professional
5085,Robert Harris,Female,1966,Lower Manhattan,2021-09-24,57,Mature
5086,Daniel Davis,Female,1985,Astoria,2023-01-23,38,Family
5087,Emma Jackson,Male,1968,Astoria,2023-01-08,55,Mature
5088,Grace Davis,Female,1980,Lower Manhattan,2023-03-24,43,Family
5089,William Martin,Male,1987,Lower Manhattan,2021-12-28,36,Family
5090,Robert Jones,Male,1999,Astoria,2022-06-01,24,Student
5091,Robert Davis,Female,1976,Lower Manhattan,2021-03-26,47,Family
5092,Alex Jackson,Male,1975,Lower Manhattan,2023-01-17,48,Family
5093,Robert Miller,Male,1999,Lower Manhattan,2021-06-05,24,Student
5094,Sarah Miller,Male,1987,Astoria,2022-07-24,36,Family
5095,Daniel Martin,Female,1994,Lower Manhattan,2023-03-03,29,Young Professional
5096,Alex Taylor,Female,2003,Hell's Kitchen,2022-12-20,20,Student
5097,Alex Thomas,Female,1966,Lower Manhattan,2023-01-15,57,Mature
5098,Thomas Anderson,Male,1989,Hell's Kitchen,2022-07-18,34,Young Professional
5099,Sophia White,Male,1968,Astoria,2023-05-17,55,Mature
5100,Grace White,Female,2003,Astoria,2022-09-24,20,Student
5101,James Taylor,Female,1983,Hell's Kitchen,2022-08-20,40,Family
5102,Robert Jones,Male,1983,Lower Manhattan,2021-02-04,40,Family
5103,David Smith,Male,1972,Lower Manhattan,2022-08-06,51,Mature
5104,Thomas Anderson,Male,1990,Lower Manhattan,2021-03-29,33,Young Professional
5105,William White,Male,1987,Hell's Kitchen,2021-12-22,36,Family
5106,James Davis,Female,2003,Hell's Kitchen,2022-01-12,20,Student
5107,Robert Williams,Female,1965,Astoria,2022-01-06,58,Mature
5108,Robert Jones,Female,1995,Astoria,2022-12-21,28,Young Professional
5109,Olivia Wilson,Male,2004,Hell's Kitchen,2022-09-23,19,Student
5110,David White,Male,2002,Astoria,2021-02-28,21,Student
5111,Emily Williams,Female,1990,Lower Manhattan,2021-12-11,33,Young Professional
5112,Sarah Anderson,Male,1999,Astoria,2021-01-13,24,Student
5113,William Jackson,Female,1966,Lower Manhattan,2023-01-14,57,Mature
5114,Emily Martin,Female,1968,Lower Manhattan,2021-07-18,55,Mature
5115,Daniel Johnson,Male,1993,Astoria,2022-01-22,30,Young Professional
5116,Alex Harris,Male,1975,Astoria,2023-02-23,48,Family
5117,Michael Anderson,Male,1994,Lower Manhattan,2022-11-13,29,Young Professional
5118,Robert Jackson,Female,1995,Lower Manhattan,2023-03-20,28,Young Professional
5119,Grace Smith,Male,1992,Hell's Kitchen,2021-11-09,31,Young Professional
5120,Sarah Wilson,Male,2001,Hell's Kitchen,2021-09-26,22,Student
5121,David Anderson,Male,1973,Astoria,2022-03-25,50,Mature
5122,Olivia Jones,Female,1997,Lower Manhattan,2022-09-14,26,Young Professional
5123,Daniel Davis,Female,1997,Hell's Kitchen,2023-03-20,26,Young Professional
5124,James Taylor,Female,1977,Lower Manhattan,2022-10-03,46,Family
5125,William Taylor,Female,1973,Hell's Kitchen,2023-03-27,50,Mature
5126,Olivia Smith,Male,1990,Hell's Kitchen,2021-01-01,33,Young Professional
5127,Sophia Davis,Male,2001,Lower Manhattan,2023-03-06,22,Student
5128,Daniel Brown,Male,1992,Astoria,2021-12-07,31,Young Professional
5129,William Harris,Female,1969,Astoria,2021-05-20,54,Mature
5130,Emma Martin,Female,1982,Astoria,2021-05-17,41,Family
5131,Michael Jones,Male,1981,Lower Manhattan,2021-12-21,42,Family
5132,Thomas Williams,Female,1989,Astoria,2021-11-12,34,Young Professional
5133,Sophia Brown,Male,1988,Hell's Kitchen,2021-03-07,35,Family
5134,John Wilson,Female,2005,Lower Manhattan,2021-08-30,18,Student
5135,Emily Harris,Female,1999,Hell's Kitchen,2022-03-26,24,Student
5136,Grace Wilson,Female,1987,Lower Manhattan,2021-03-11,36,Family
5137,Emma Smith,Female,1970,Astoria,2021-09-16,53,Mature
5138,James Smith,Female,1972,Astoria,2023-06-18,51,Mature
5139,Robert Brown,Female,1972,Hell's Kitchen,2023-04-28,51,Mature
5140,Emily White,Female,1985,Astoria,2022-04-02,38,Family
5141,David Anderson,Male,1971,Hell's Kitchen,2022-02-20,52,Mature
5142,Alex Taylor,Male,1972,Astoria,2021-05-13,51,Mature
5143,Olivia Jones,Female,1971,Lower Manhattan,2023-04-22,52,Mature
5144,William Harris,Female,1993,Lower Manhattan,2021-08-02,30,Young Professional
5145,James Jones,Female,1976,Lower Manhattan,2021-06-03,47,Family
5146,John White,Male,2001,Hell's Kitchen,2021-02-03,22,Student
5147,Daniel Harris,Male,1985,Astoria,2023-03-25,38,Family
5148,William Wilson,Male,1992,Hell's Kitchen,2021-10-01,31,Young Professional
5149,Olivia Harris,Female,1986,Lower Manhattan,2022-01-19,37,Family
5150,William Jones,Male,2000,Lower Manhattan,2021-02-28,23,Student
5151,Alex Anderson,Male,1970,Hell's Kitchen,2021-09-21,53,Mature
5152,Michael Johnson,Male,1994,Hell's Kitchen,2021-08-14,29,Young Professional
5153,Grace Wilson,Male,1988,Astoria,2023-06-26,35,Family
5154,Sophia Brown,Male,1982,Astoria,2022-02-01,41,Family
5155,Daniel Smith,Female,1993,Hell's Kitchen,2021-07-18,30,Young Professional
5156,Emily Smith,Male,1987,Lower Manhattan,2022-09-04,36,Family
5157,Sarah Jones,Male,1990,Lower Manhattan,2021-08-05,33,Young Professional
5158,Emma Taylor,Male,1986,Astoria,2023-01-29,37,Family
5159,John Davis,Male,1969,Lower Manhattan,2023-04-26,54,Mature
5160,Daniel Jones,Female,1981,Astoria,2021-02-20,42,Family
5161,Grace Martin,Female,2004,Astoria,2022-03-10,19,Student
5162,Emma Martin,Female,1968,Lower Manhattan,2021-08-13,55,Mature
5163,Emma Johnson,Female,1974,Astoria,2023-02-17,49,Family
5164,Thomas Davis,Male,1993,Lower Manhattan,2021-05-04,30,Young Professional
5165,Sophia Anderson,Female,1971,Lower Manhattan,2022-01-09,52,Mature
5166,John Jackson,Male,1966,Lower Manhattan,2021-11-14,57,Mature
5167,Emma Miller,Female,1996,Astoria,2022-03-05,27,Young Professional
5168,John Jackson,Female,1973,Astoria,2021-06-10,50,Mature
5169,James Johnson,Male,1974,Hell's Kitchen,2021-04-22,49,Family
5170,Thomas Jones,Male,1983,Lower Manhattan,2021-08-03,40,Family
5171,Sophia Thomas,Male,1999,Astoria,2022-09-13,24,Student
5172,Robert Anderson,Male,2005,Hell's Kitchen,2023-04-16,18,Student
5173,David White,Male,1975,Lower Manhattan,2023-05-30,48,Family
5174,Grace Smith,Female,1977,Astoria,2022-08-08,46,Family
5175,William Williams,Male,1986,Hell's Kitchen,2021-01-10,37,Family
5176,Thomas Smith,Female,1997,Lower Manhattan,2023-03-01,26,Young Professional
5177,James Williams,Female,1967,Lower Manhattan,2023-04-17,56,Mature
5178,Sophia Smith,Male,1982,Hell's Kitchen,2022-05-11,41,Family
5179,Alex Wilson,Male,1969,Astoria,2022-05-20,54,Mature
5180,Grace Wilson,Male,1974,Lower Manhattan,2023-01-17,49,Family
5181,Sarah Anderson,Male,1990,Astoria,2021-11-16,33,Young Professional
5182,Olivia Miller,Male,1966,Hell's Kitchen,2021-11-15,57,Mature
5183,Olivia Smith,Male,2000,Lower Manhattan,2022-11-11,23,Student
5184,James Thomas,Male,1968,Hell's Kitchen,2021-08-11,55,Mature
5185,Emily Smith,Female,1998,Lower Manhattan,2023-01-25,25,Young Professional
5186,Daniel White,Female,1982,Hell's Kitchen,2022-05-15,41,Family
5187,John Smith,Male,1988,Hell's Kitchen,2021-10-06,35,Family
5188,David Wilson,Female,1981,Astoria,2023-05-09,42,Family
5189,Sarah Harris,Female,1980,Lower Manhattan,2021-05-13,43,Family
5190,John Taylor,Male,1990,Astoria,2023-01-31,33,Young Professional
5191,William Anderson,Male,1977,Astoria,2022-04-30,46,Family
5192,James Thomas,Male,1967,Lower Manhattan,2021-08-10,56,Mature
5193,William Johnson,Male,1965,Hell's Kitchen,2022-07-16,58,Mature
5194,Michael Thomas,Female,1976,Astoria,2023-05-20,47,Family
5195,Daniel Harris,Female,1973,Lower Manhattan,2021-06-07,50,Mature
5196,Daniel Martin,Female,1965,Hell's Kitchen,2022-04-24,58,Mature
5197,David Davis,Male,1969,Lower Manhattan,2022-10-07,54,Mature
5198,John Miller,Female,2000,Astoria,2022-01-19,23,Student
5199,William Jackson,Male,1985,Lower Manhattan,2021-07-28,38,Family
5200,James Taylor,Male,1981,Astoria,2021-09-20,42,Family
5201,Grace Brown,Male,2002,Astoria,2022-01-15,21,Student
5202,David Williams,Female,1988,Astoria,2022-07-26,35,Family
5203,Robert Williams,Female,1970,Astoria,2022-06-29,53,Mature
5204,John Davis,Female,1994,Lower Manhattan,2022-06-12,29,Young Professional
5205,Emily Williams,Female,1994,Lower Manhattan,2021-11-28,29,Young Professional
5206,Sophia Smith,Male,1975,Hell's Kitchen,2023-01-22,48,Family
5207,Grace Smith,Male,1992,Hell's Kitchen,2022-02-08,31,Young Professional
5208,Emily Harris,Female,1970,Hell's Kitchen,2023-04-14,53,Mature
5209,Michael Johnson,Female,2005,Lower Manhattan,2021-10-17,18,Student
5210,William Johnson,Female,1988,Astoria,2022-11-12,35,Family
5211,Thomas Davis,Male,1976,Astoria,2022-05-22,47,Family
5212,Thomas Brown,Female,2002,Astoria,2021-06-18,21,Student
5213,Michael Martin,Male,1985,Hell's Kitchen,2021-03-23,38,Family
5214,William Harris,Male,2001,Lower Manhattan,2021-05-01,22,Student
5215,John Davis,Male,1968,Astoria,2022-03-04,55,Mature
5216,Olivia Davis,Male,1977,Lower Manhattan,2022-05-04,46,Family
5217,James Miller,Female,1982,Astoria,2022-09-07,41,Family
5218,Sophia Smith,Female,1975,Lower Manhattan,2021-05-20,48,Family
5219,Emily Jones,Male,1986,Lower Manhattan,2021-06-17,37,Family
5220,Daniel Johnson,Male,1979,Astoria,2022-07-17,44,Family
5221,Emma Johnson,Female,2001,Lower Manhattan,2022-06-10,22,Student
5222,Emily Taylor,Male,1975,Hell's Kitchen,2021-05-28,48,Family
5223,Thomas Johnson,Male,1972,Lower Manhattan,2022-06-15,51,Mature
5224,Sarah Johnson,Male,2004,Lower Manhattan,2021-07-31,19,Student
5225,Sarah Wilson,Female,1994,Lower Manhattan,2021-10-08,29,Young Professional
5226,William Davis,Female,1966,Lower Manhattan,2021-03-18,57,Mature
5227,Grace Williams,Male,1999,Astoria,2021-03-04,24,Student
5228,Alex Smith,Female,1972,Lower Manhattan,2023-02-02,51,Mature
5229,Emily Williams,Female,1993,Astoria,2023-05-22,30,Young Professional
5230,Daniel Brown,Male,1966,Lower Manhattan,2022-06-22,57,Mature
5231,Grace White,Female,1975,Astoria,2021-03-30,48,Family
5232,Alex Harris,Male,2000,Hell's Kitchen,2021-11-12,23,Student
5233,James Davis,Female,1966,Astoria,2021-11-18,57,Mature
5234,John Davis,Female,1984,Lower Manhattan,2021-12-28,39,Family
5235,William Thomas,Male,1981,Lower Manhattan,2021-06-17,42,Family
5236,Olivia Anderson,Female,1974,Hell's Kitchen,2021-05-03,49,Family
5237,David Williams,Female,1969,Hell's Kitchen,2023-04-19,54,Mature
5238,Emily Johnson,Male,1981,Astoria,2023-02-12,42,Family
5239,David Davis,Female,1980,Astoria,2021-02-18,43,Family
5240,Sophia Taylor,Female,1969,Lower Manhattan,2021-10-05,54,Mature
5241,John Williams,Female,1994,Astoria,2021-05-03,29,Young Professional
5242,Grace Jones,Female,1969,Astoria,2021-03-06,54,Mature
5243,Daniel Jones,Male,1980,Astoria,2022-08-12,43,Family
5244,Thomas Brown,Male,2003,Astoria,2021-11-24,20,Student
5245,Grace Davis,Male,1980,Lower Manhattan,2022-05-15,43,Family
5246,Robert Anderson,Female,1993,Lower Manhattan,2021-08-10,30,Young Professional
5247,Alex Wilson,Female,1983,Lower Manhattan,2022-10-19,40,Family
5248,Sarah Brown,Female,1991,Astoria,2022-01-07,32,Young Professional
5249,Olivia Johnson,Male,1997,Astoria,2021-04-19,26,Young Professional
5250,David White,Female,1984,Hell's Kitchen,2023-02-23,39,Family
5251,Daniel Wilson,Female,1991,Lower Manhattan,2021-09-28,32,Young Professional
5252,Sophia Smith,Female,1985,Hell's Kitchen,2022-11-10,38,Family
5253,Emily Brown,Female,1977,Hell's Kitchen,2022-09-17,46,Family
5254,Alex White,Male,1996,Lower Manhattan,2021-08-10,27,Young Professional
5255,Sarah Jackson,Male,1980,Hell's Kitchen,2021-08-18,43,Family
5256,Olivia Harris,Male,1967,Astoria,2021-10-20,56,Mature
5257,Grace Anderson,Male,1976,Lower Manhattan,2023-03-25,47,Family
5258,Emily Davis,Male,1992,Lower Manhattan,2022-01-30,31,Young Professional
5259,Robert Davis,Female,1992,Astoria,2022-11-09,31,Young Professional
5260,Emma Williams,Male,1987,Lower Manhattan,2021-05-28,36,Family
5261,Grace Anderson,Male,1983,Hell's Kitchen,2021-03-11,40,Family
5262,John Taylor,Male,1977,Hell's Kitchen,2021-09-17,46,Family
5263,Sarah Williams,Female,1966,Lower Manhattan,2021-06-15,57,Mature
5264,Thomas Harris,Female,1973,Hell's Kitchen,2021-10-08,50,Mature
5265,Robert Miller,Male,2005,Lower Manhattan,2021-09-14,18,Student
5266,James Smith,Female,2000,Lower Manhattan,2021-06-22,23,Student
5267,David Jones,Female,1968,Lower Manhattan,2023-05-27,55,Mature
5268,Thomas Harris,Female,2003,Lower Manhattan,2021-09-07,20,Student
5269,Daniel Harris,Female,1996,Lower Manhattan,2021-01-19,27,Young Professional
5270,Michael Wilson,Female,1968,Hell's Kitchen,2022-01-22,55,Mature
5271,Emma Martin,Female,1982,Astoria,2022-12-01,41,Family
5272,Sophia Harris,Male,1971,Hell's Kitchen,2023-02-12,52,Mature
5273,Olivia White,Female,1994,Lower Manhattan,2021-12-05,29,Young Professional
5274,Robert White,Male,1992,Astoria,2022-09-12,31,Young Professional
5275,Sarah Miller,Male,1973,Hell's Kitchen,2021-05-08,50,Mature
5276,Grace Jackson,Female,1996,Lower Manhattan,2021-03-03,27,Young Professional
5277,Thomas Taylor,Female,1976,Hell's Kitchen,2022-11-11,47,Family
5278,Thomas Thomas,Female,1985,Astoria,2022-04-09,38,Family
5279,William Williams,Female,1969,Astoria,2021-01-04,54,Mature
5280,Olivia Thomas,Female,2003,Hell's Kitchen,2021-08-02,20,Student
5281,William Martin,Female,1972,Lower Manhattan,2021-12-23,51,Mature
5282,John Jones,Female,2000,Astoria,2021-01-02,23,Student
5283,Grace Martin,Male,1999,Lower Manhattan,2021-10-05,24,Student
5284,Michael Miller,Male,1970,Lower Manhattan,2022-05-31,53,Mature
5285,Grace Williams,Male,1969,Hell's Kitchen,2021-02-12,54,Mature
5286,William Johnson,Female,1970,Astoria,2021-07-01,53,Mature
5287,Michael Jackson,Female,1999,Lower Manhattan,2022-05-29,24,Student
5288,Sophia Taylor,Female,1968,Lower Manhattan,2022-08-13,55,Mature
5289,Robert Jones,Male,1990,Astoria,2022-08-30,33,Young Professional
5290,Emma Anderson,Female,2000,Lower Manhattan,2021-08-26,23,Student
5291,William Jones,Female,1977,Astoria,2021-05-03,46,Family
5292,Sophia Davis,Female,1987,Astoria,2021-08-09,36,Family
5293,Olivia White,Male,1968,Lower Manhattan,2022-05-22,55,Mature
5294,Emily Thomas,Female,2003,Lower Manhattan,2022-06-23,20,Student
5295,Grace Jackson,Female,1989,Hell's Kitchen,2023-05-16,34,Young Professional
5296,Grace Taylor,Female,1994,Lower Manhattan,2022-06-23,29,Young Professional
5297,John Martin,Male,1975,Astoria,2022-12-12,48,Family
5298,Sophia Brown,Male,1995,Astoria,2023-02-13,28,Young Professional
5299,John Brown,Male,1990,Lower Manhattan,2022-02-08,33,Young Professional
5300,Robert Johnson,Male,1970,Astoria,2021-06-30,53,Mature
5301,William Taylor,Female,1988,Astoria,2021-07-08,35,Family
5302,Daniel Anderson,Female,1969,Hell's Kitchen,2023-06-19,54,Mature
5303,William Thomas,Female,1992,Hell's Kitchen,2021-09-08,31,Young Professional
5304,Emma Miller,Male,2003,Lower Manhattan,2021-12-03,20,Student
5305,Michael Smith,Male,2000,Astoria,2021-12-01,23,Student
5306,Emily Anderson,Female,1984,Hell's Kitchen,2023-06-03,39,Family
5307,Alex Martin,Female,2001,Lower Manhattan,2021-04-27,22,Student
5308,Olivia Jones,Female,2005,Lower Manhattan,2021-05-22,18,Student
5309,Grace Williams,Female,1983,Lower Manhattan,2022-08-08,40,Family
5310,Grace Jones,Female,1978,Hell's Kitchen,2023-05-18,45,Family
5311,Emily Davis,Female,1972,Astoria,2022-08-05,51,Mature
5312,Grace Brown,Female,1990,Hell's Kitchen,2023-05-29,33,Young Professional
5313,Grace Miller,Male,1980,Hell's Kitchen,2022-04-08,43,Family
5314,John Anderson,Male,1988,Lower Manhattan,2021-09-22,35,Family
5315,David Miller,Female,2003,Hell's Kitchen,2021-06-11,20,Student
5316,Michael Miller,Male,1967,Astoria,2021-07-05,56,Mature
5317,Olivia Smith,Male,1977,Hell's Kitchen,2023-01-23,46,Family
5318,Daniel Harris,Male,1986,Lower Manhattan,2022-07-04,37,Family
5319,Alex Davis,Female,1994,Lower Manhattan,2023-02-20,29,Young Professional
5320,William Jones,Male,2002,Lower Manhattan,2021-05-06,21,Student
5321,Emma Johnson,Female,2000,Lower Manhattan,2021-07-15,23,Student
5322,William Anderson,Female,1983,Lower Manhattan,2021-09-26,40,Family
5323,Robert White,Female,1987,Lower Manhattan,2022-10-15,36,Family
5324,Emily Smith,Male,1984,Lower Manhattan,2023-06-15,39,Family
5325,Emily Williams,Female,1969,Hell's Kitchen,2022-08-29,54,Mature
5326,Emma Williams,Female,1993,Hell's Kitchen,2022-11-28,30,Young Professional
5327,Thomas Anderson,Male,1998,Lower Manhattan,2023-02-12,25,Young Professional
5328,James Harris,Female,1997,Lower Manhattan,2022-12-27,26,Young Professional
5329,William Davis,Male,1979,Hell's Kitchen,2021-09-27,44,Family
5330,Michael Miller,Female,1998,Hell's Kitchen,2023-03-07,25,Young Professional
5331,Olivia Jackson,Female,1973,Lower Manhattan,2023-04-23,50,Mature
5332,James Jackson,Female,1983,Hell's Kitchen,2022-09-21,40,Family
5333,John Brown,Female,1975,Astoria,2021-05-23,48,Family
5334,Sarah Williams,Male,1983,Astoria,2022-10-15,40,Family
5335,Sarah Miller,Female,2002,Lower Manhattan,2022-04-11,21,Student
5336,John Jackson,Female,1984,Lower Manhattan,2022-10-30,39,Family
5337,John Thomas,Male,1995,Hell's Kitchen,2021-02-11,28,Young Professional
5338,David Anderson,Female,2004,Hell's Kitchen,2021-12-23,19,Student
5339,John White,Female,1971,Hell's Kitchen,2022-04-28,52,Mature
5340,James Jones,Male,2003,Astoria,2021-04-02,20,Student
5341,Thomas Miller,Female,1969,Hell's Kitchen,2022-04-05,54,Mature
5342,David Smith,Male,1990,Hell's Kitchen,2022-07-10,33,Young Professional
5343,Sophia Harris,Male,1983,Astoria,2022-06-18,40,Family
5344,David Taylor,Male,1976,Astoria,2022-12-30,47,Family
5345,Robert Jones,Male,1991,Hell's Kitchen,2022-01-24,32,Young Professional
5346,Emily Johnson,Male,2001,Astoria,2021-08-02,22,Student
5347,David Thomas,Male,1967,Hell's Kitchen,2021-05-13,56,Mature
5348,William Jackson,Female,1972,Lower Manhattan,2021-06-16,51,Mature
5349,Daniel Anderson,Male,1985,Lower Manhattan,2021-11-22,38,Family
5350,William Brown,Female,1969,Hell's Kitchen,2023-05-22,54,Mature
5351,Emma Harris,Male,1977,Lower Manhattan,2022-11-25,46,Family
5352,Sarah Jackson,Male,1981,Lower Manhattan,2021-05-07,42,Family
5353,Emma Anderson,Female,1982,Astoria,2022-07-14,41,Family
5354,Sophia Anderson,Male,1993,Astoria,2022-05-15,30,Young Professional
5355,William Harris,Male,1983,Lower Manhattan,2021-07-21,40,Family
5356,John Harris,Female,1967,Lower Manhattan,2022-11-07,56,Mature
5357,Sophia Taylor,Male,1991,Astoria,2021-01-09,32,Young Professional
5358,John Davis,Male,1977,Lower Manhattan,2021-03-28,46,Family
5359,Sophia Miller,Female,1965,Lower Manhattan,2022-07-29,58,Mature
5360,John White,Male,1997,Hell's Kitchen,2022-05-26,26,Young Professional
5361,Sarah Anderson,Female,1982,Astoria,2022-06-27,41,Family
5362,Alex Johnson,Male,1992,Hell's Kitchen,2022-09-12,31,Young Professional
5363,Robert Williams,Male,1991,Hell's Kitchen,2023-04-08,32,Young Professional
5364,William Harris,Male,1968,Astoria,2021-02-09,55,Mature
5365,Emma Harris,Male,1999,Lower Manhattan,2022-12-26,24,Student
5366,Sarah Martin,Female,1973,Hell's Kitchen,2022-01-18,50,Mature
5367,James Davis,Female,1995,Astoria,2021-08-26,28,Young Professional
5368,Emily Jackson,Female,1994,Hell's Kitchen,2022-03-09,29,Young Professional
5369,Alex White,Male,1970,Hell's Kitchen,2022-05-11,53,Mature
5370,Alex Jones,Female,1969,Lower Manhattan,2022-05-22,54,Mature
5371,Olivia Williams,Female,1999,Astoria,2021-09-04,24,Student
5372,Emma Martin,Male,1965,Astoria,2021-02-06,58,Mature
5373,Robert Smith,Male,1973,Lower Manhattan,2022-08-31,50,Mature
5374,Olivia Taylor,Male,2005,Astoria,2023-03-25,18,Student
5375,Daniel Anderson,Male,1969,Hell's Kitchen,2023-04-06,54,Mature
5376,Emma Thomas,Male,1990,Lower Manhattan,2023-02-23,33,Young Professional
5377,John Brown,Male,1980,Lower Manhattan,2021-07-19,43,Family
5378,William Thomas,Female,1982,Lower Manhattan,2023-02-17,41,Family
5379,Michael Brown,Male,1970,Astoria,2022-08-19,53,Mature
5380,Olivia White,Male,1989,Hell's Kitchen,2022-04-19,34,Young Professional
5381,James Brown,Female,1978,Hell's Kitchen,2021-09-27,45,Family
5382,Robert Thomas,Female,1992,Lower Manhattan,2022-12-19,31,Young Professional
5383,Thomas Jackson,Male,1997,Lower Manhattan,2021-04-22,26,Young Professional
5384,Grace Williams,Male,1985,Astoria,2022-12-31,38,Family
5385,John Brown,Female,1965,Lower Manhattan,2023-04-04,58,Mature
5386,Alex Jackson,Male,1991,Hell's Kitchen,2023-05-28,32,Young Professional
5387,Sophia Johnson,Female,1985,Hell's Kitchen,2023-03-17,38,Family
5388,Michael Williams,Female,1994,Astoria,2023-01-14,29,Young Professional
5389,Sarah Davis,Female,1997,Lower Manhattan,2022-11-18,26,Young Professional
5390,John Harris,Female,1972,Hell's Kitchen,2021-04-19,51,Mature
5391,James Taylor,Female,1969,Lower Manhattan,2021-10-31,54,Mature
5392,Sarah Miller,Female,1982,Lower Manhattan,2021-05-10,41,Family
5393,Robert Martin,Male,2001,Lower Manhattan,2021-11-30,22,Student
5394,Alex Davis,Male,1977,Astoria,2022-04-09,46,Family
5395,Daniel Davis,Male,1982,Hell's Kitchen,2023-03-15,41,Family
5396,Sophia Davis,Female,1997,Lower Manhattan,2022-10-09,26,Young Professional
5397,John Jones,Male,1998,Astoria,2023-01-11,25,Young Professional
5398,John Jones,Female,1996,Astoria,2023-01-31,27,Young Professional
5399,Emily Thomas,Male,2003,Astoria,2023-01-05,20,Student
5400,Daniel Smith,Female,1998,Lower Manhattan,2021-01-11,25,Young Professional
5401,Emma Thomas,Male,1971,Lower Manhattan,2023-05-14,52,Mature
5402,James Brown,Female,1982,Lower Manhattan,2022-01-31,41,Family
5403,Sophia Miller,Male,1996,Lower Manhattan,2021-08-17,27,Young Professional
5404,William Williams,Female,1988,Hell's Kitchen,2022-01-21,35,Family
5405,Daniel Taylor,Female,1970,Hell's Kitchen,2022-05-19,53,Mature
5406,Emily Thomas,Male,1993,Lower Manhattan,2022-09-25,30,Young Professional
5407,Emma Miller,Female,1972,Lower Manhattan,2022-01-16,51,Mature
5408,Michael Williams,Female,1978,Astoria,2022-05-20,45,Family
5409,William Brown,Female,2004,Hell's Kitchen,2022-01-11,19,Student
5410,Emma White,Female,2005,Astoria,2023-01-02,18,Student
5411,Thomas Jones,Male,1965,Hell's Kitchen,2021-04-03,58,Mature
5412,Daniel Jackson,Female,1980,Lower Manhattan,2022-09-30,43,Family
5413,David Jones,Female,1978,Astoria,2022-05-23,45,Family
5414,Olivia Williams,Female,1987,Astoria,2022-03-14,36,Family
5415,David Thomas,Female,1999,Hell's Kitchen,2021-12-18,24,Student
5416,John Wilson,Female,1998,Lower Manhattan,2021-08-05,25,Young Professional
5417,Emily Smith,Female,1970,Lower Manhattan,2021-08-23,53,Mature
5418,Daniel Martin,Female,1995,Hell's Kitchen,2022-08-10,28,Young Professional
5419,Sarah Williams,Male,1966,Lower Manhattan,2021-05-16,57,Mature
5420,Alex Miller,Female,1985,Hell's Kitchen,2021-07-26,38,Family
5421,Grace Miller,Male,1988,Hell's Kitchen,2022-01-31,35,Family
5422,Grace Wilson,Female,1981,Hell's Kitchen,2022-08-13,42,Family
5423,William Jackson,Female,2001,Astoria,2022-01-02,22,Student
5424,Alex Smith,Male,1991,Hell's Kitchen,2021-05-18,32,Young Professional
5425,Thomas Harris,Male,2004,Lower Manhattan,2022-12-28,19,Student
5426,Daniel Anderson,Male,1982,Lower Manhattan,2021-07-13,41,Family
5427,Thomas Martin,Female,1981,Hell's Kitchen,2023-05-09,42,Family
5428,John White,Male,1989,Astoria,2022-01-27,34,Young Professional
5429,Sophia Harris,Male,1974,Astoria,2023-01-06,49,Family
